instrument_id,price,is_buy,timestamp,signal1,signal2,signal3,signal4
9,132.106,1,24935938995400,0,1,0,0
0,158.544,1,24935938996900,0,1,0,0
1,140.22,1,24935938998400,0,1,0,0
2,185.344,0,24935939000000,0,1,0,0
3,182.414,0,24935939001500,0,1,0,0
4,181.723,0,24935939003000,0,1,0,0
5,104.584,1,24935939004500,1,1,0,0
6,106.249,1,24935939006100,0,1,0,0
8,151.043,0,24935939008900,0,1,0,0
9,138.792,1,24935939010500,0,1,1,0
0,105.954,1,24935939012200,0,1,0,1
1,135.711,1,24935939013800,0,1,0,0
2,116.702,1,24935939015300,0,1,0,0
5,141.647,1,24935939019200,0,1,0,0
6,190.894,0,24935939020900,0,1,0,1
7,106.02,1,24935939022500,0,1,0,0
8,192.291,0,24935939031100,0,1,0,0
9,167.697,1,24935939032700,0,1,1,0
0,153.119,1,24935939034200,0,1,0,0
1,128.642,1,24935939035700,0,1,0,0
2,123.976,1,24935939037200,0,1,0,0
3,175.358,0,24935939038800,0,1,0,0
4,150.421,1,24935939040300,0,1,0,0
5,174.175,1,24935939041800,0,1,1,0
6,167.323,0,24935939043300,0,1,0,0
7,178.906,0,24935939044900,0,1,0,0
8,181.795,0,24935939046400,0,1,0,0
9,169.474,1,24935939048000,0,1,1,0
0,129.905,1,24935939049500,0,1,0,0
1,172.76,0,24935939051100,0,1,0,0
2,156.702,1,24935939052500,0,1,1,0
3,172.907,0,24935939054100,0,1,0,0
4,179.684,0,24935939055600,0,1,0,0
5,146.547,1,24935939057200,0,1,0,0
6,162.411,0,24935939058700,0,1,0,0
7,150.651,0,24935939060200,0,1,0,0
8,109.475,1,24935939061700,0,1,0,0
9,102.512,1,24935939063300,1,1,0,0
0,182.881,0,24935939064900,0,1,0,0
1,113.84,1,24935939066400,0,1,0,0
2,104.667,1,24935939067900,1,1,0,0
3,110.609,1,24935939069600,0,1,0,1
4,132.863,1,24935939071100,0,1,0,0
5,165.539,0,24935939072700,0,1,0,0
6,171.835,0,24935939074200,0,1,0,0
7,149.262,0,24935939075800,0,1,0,0
8,176.375,0,24935939077300,0,1,0,0
9,122.527,1,24935939078800,0,1,0,0
0,147.789,1,24935939080300,0,1,0,0
1,123.708,1,24935939081900,0,1,0,0
2,162.472,0,24935939083400,0,1,0,0
3,120.894,1,24935939085000,0,1,0,0
4,163.443,0,24935939086400,0,1,0,0
5,194.338,1,24935939088000,0,1,1,0
6,188.642,1,24935939089500,0,1,1,0
7,157.112,0,24935939091100,0,1,0,0
8,139.047,1,24935939092600,0,1,0,0
9,127.296,1,24935939094200,0,1,1,0
0,124.086,1,24935939095600,0,1,0,0
1,130.306,1,24935939097200,0,1,1,0
2,183.734,1,24935939098800,0,1,1,0
3,198.308,1,24935939100400,1,1,1,0
4,198.501,1,24935939102000,1,1,1,0
5,181.26,0,24935939103600,0,1,0,0
6,192.508,1,24935939105000,0,1,1,0
7,174.203,1,24935939106600,0,1,1,0
8,190.101,0,24935939108100,0,1,0,0
9,184.986,1,24935939109500,0,1,1,0
0,180.462,0,24935939111100,0,1,0,0
1,184.13,1,24935939112600,0,1,1,0
2,109.153,1,24935939114200,0,1,0,0
3,188.816,0,24935939115600,0,1,0,0
4,121.806,1,24935939117200,0,1,0,0
5,109.244,1,24935939118800,0,1,0,0
6,174.917,0,24935939120300,0,1,0,0
7,101.012,1,24935939121900,1,1,0,0
8,194.964,1,24935939123400,0,1,1,0
9,188.072,1,24935939125000,0,1,1,0
0,108.305,1,24935939126400,0,1,0,0
2,176.493,0,24935939129200,0,1,0,0
3,123.595,1,24935939130800,0,1,0,0
4,184.627,0,24935939132300,0,1,0,0
5,132.054,1,24935939133800,0,1,0,0
6,183.026,0,24935939135400,0,1,0,0
7,120.325,1,24935939136900,0,1,0,0
8,181.304,0,24935939138400,0,1,0,0
9,190.46,1,24935939142100,0,1,1,0
1,152.981,0,24935939144900,0,1,0,0
2,121.871,1,24935939146400,0,1,0,0
3,118.631,1,24935939148000,0,1,0,0
4,175.894,0,24935939149500,0,1,0,0
5,180.986,1,24935939150900,0,1,1,0
6,111.48,1,24935939152500,0,1,0,0
7,104.22,1,24935939154100,1,1,0,0
8,158.686,1,24935939155600,0,1,0,0
9,182.324,0,24935939157100,0,1,0,0
0,190.059,1,24935939158600,0,1,1,0
1,140.311,1,24935939160200,0,1,0,0
2,179.714,0,24935939161700,0,1,0,0
3,116.622,1,24935939163100,0,1,0,0
4,130.12,1,24935939164700,0,1,0,0
5,189.825,1,24935939166300,0,1,1,0
6,127.427,1,24935939167800,0,1,0,0
7,158.805,0,24935939169300,0,1,0,0
8,181.954,0,24935939170800,0,1,0,0
9,152.414,1,24935939172400,0,1,0,0
1,134.717,1,24935939175200,0,1,0,0
2,132.024,1,24935939176700,0,1,0,0
3,128.215,1,24935939178300,0,1,0,0
4,105.281,1,24935939180000,0,1,0,0
5,176.904,0,24935939181600,0,1,0,0
6,112.251,1,24935939183100,0,1,0,0
8,183.996,1,24935939185900,0,1,1,0
9,172.852,0,24935939187500,0,1,0,0
0,162.26,0,24935939189100,0,1,0,0
1,166.694,0,24935939190600,0,1,0,0
2,110.769,1,24935939192100,0,1,0,0
3,158.074,1,24935939193700,0,1,1,0
4,128.256,1,24935939195200,0,1,0,0
5,105.332,1,24935939196700,0,1,0,0
6,186.573,0,24935939198300,0,1,0,0
7,199.072,1,24935939199900,1,1,0,0
8,155.303,1,24935939201400,0,1,0,0
9,146.062,1,24935939203000,0,1,0,0
0,123.357,1,24935939204500,0,1,0,0
1,157.345,0,24935939206100,0,1,0,0
3,119.054,1,24935939208900,0,1,0,0
4,192.49,1,24935939210500,0,1,1,0
5,152.035,1,24935939212000,0,1,0,0
6,136.061,1,24935939213600,0,1,0,0
7,118.69,1,24935939215000,0,1,0,0
8,186.335,0,24935939216600,0,1,0,0
0,174.978,0,24935939219400,0,1,0,0
1,116.357,1,24935939220900,0,1,0,0
2,125.984,1,24935939222500,0,1,0,0
4,117.766,1,24935939225300,0,1,0,0
5,193.43,1,24935939226900,0,1,1,0
6,183.881,0,24935939228400,0,1,0,0
7,128.707,1,24935939230000,0,1,0,0
8,149.88,1,24935939231700,0,1,0,0
9,158.029,1,24935939233300,0,1,0,0
0,169.381,0,24935939234800,0,1,0,0
1,153.025,0,24935939236400,0,1,0,0
2,152.674,0,24935939238000,0,1,0,0
3,188.959,1,24935939239500,0,1,1,0
4,131.105,1,24935939241100,0,1,0,0
5,165.157,0,24935939242700,0,1,0,0
6,162.253,0,24935939244200,0,1,0,0
7,109.604,1,24935939245700,0,1,0,0
8,163.807,1,24935939247200,0,1,0,0
9,161.9,1,24935939248800,0,1,0,0
0,141.304,1,24935939250300,0,1,0,0
1,134.185,1,24935939251900,0,1,0,0
2,158.847,1,24935939253400,0,1,1,0
3,128.11,1,24935939255000,0,1,0,0
4,195.001,1,24935939256600,0,1,1,0
5,196.924,1,24935939258100,1,1,0,0
6,196.093,1,24935939259700,1,1,0,0
7,141.021,0,24935939261300,0,1,0,0
8,153.198,1,24935939262800,0,1,0,0
9,180.268,1,24935939264300,0,1,1,0
0,124.754,1,24935939265900,0,1,0,0
1,139.028,1,24935939267500,0,1,0,0
2,115.464,1,24935939268900,0,1,0,0
3,101.867,1,24935939270500,1,1,0,0
4,105.75,1,24935939272000,0,1,0,0
5,134.755,1,24935939273600,0,1,0,0
6,147.201,1,24935939275200,0,1,0,0
7,167.976,1,24935939276700,0,1,1,0
8,123.579,1,24935939278400,0,1,0,1
9,155.796,1,24935939280000,0,1,0,0
1,163.646,1,24935939282800,0,1,1,0
2,187.388,0,24935939284300,0,1,0,0
3,113.826,1,24935939285800,0,1,0,0
4,156.108,0,24935939287400,0,1,0,0
5,149.808,1,24935939288900,0,1,0,0
6,122.082,1,24935939290400,0,1,0,0
7,192.804,1,24935939292000,0,1,1,0
8,148.172,1,24935939293600,0,1,0,0
9,177.121,0,24935939295100,0,1,0,0
0,143.188,1,24935939296700,0,1,0,0
1,193.308,1,24935939298400,0,1,1,1
2,187.579,1,24935939300000,0,1,1,0
3,175.524,1,24935939301700,0,1,1,0
4,172.699,1,24935939303200,0,1,1,0
5,175.69,1,24935939304700,0,1,1,0
6,194.241,0,24935939306300,0,1,0,0
7,155.793,0,24935939307800,0,1,0,0
8,163.074,1,24935939309200,0,0,1,0
9,195.938,1,24935939310900,1,1,1,1
0,181.721,0,24935939312500,0,1,0,0
1,123.155,1,24935939322200,0,1,0,0
2,115.656,1,24935939323900,0,1,0,0
3,131.869,1,24935939325500,0,1,0,0
4,106.979,1,24935939327000,0,1,0,0
5,115.541,1,24935939328600,0,1,0,0
6,165.663,0,24935939330100,0,1,0,0
7,160.022,0,24935939331700,0,1,0,0
8,182.05,1,24935939333300,0,1,1,0
9,101.548,1,24935939335000,1,1,0,1
0,181.195,0,24935939336600,0,1,0,0
1,136.604,1,24935939338100,0,1,0,0
2,128.345,1,24935939339600,0,1,0,0
3,173.647,0,24935939341100,0,1,0,0
4,120.633,1,24935939342700,0,1,0,0
5,125.473,1,24935939344200,0,1,0,0
6,139.635,1,24935939345800,0,1,0,0
7,190.107,1,24935939347400,0,1,1,0
8,165.104,0,24935939348900,0,1,0,0
9,182.267,0,24935939350400,0,1,0,0
0,116.949,1,24935939352000,0,1,0,0
1,187.294,1,24935939353400,0,1,1,0
2,128.72,1,24935939355100,0,1,1,0
3,184.793,1,24935939356700,0,1,1,0
4,179.615,1,24935939358300,0,1,1,0
5,126.774,1,24935939359900,0,1,1,0
6,173.533,0,24935939361400,0,1,0,0
7,168.693,0,24935939362800,0,1,0,0
8,135.466,1,24935939364400,0,1,0,0
9,125.058,1,24935939365900,0,1,0,0
0,120.53,1,24935939367500,0,1,0,0
1,192.75,1,24935939369100,0,1,1,0
2,196.927,1,24935939370600,1,1,1,0
3,161.129,0,24935939372200,0,1,0,0
4,168.058,0,24935939373800,0,1,0,0
5,193.366,1,24935939375400,0,1,1,0
6,185.586,1,24935939377000,0,1,1,0
7,127.337,1,24935939378600,0,1,0,0
8,168.884,0,24935939380100,0,1,0,0
9,116.747,1,24935939381600,0,1,0,0
0,147.334,1,24935939383100,0,0,1,0
1,171.965,0,24935939384600,0,1,0,0
2,142.498,1,24935939386200,0,1,0,0
3,155.158,0,24935939387800,0,1,0,0
4,198.553,1,24935939389300,1,1,0,0
5,100.08,1,24935939390900,1,1,0,0
6,120.387,1,24935939392500,0,1,0,0
8,177.877,1,24935939395200,0,1,1,0
9,193.051,0,24935939396700,0,1,0,0
0,123.74,1,24935939398300,0,1,0,0
1,105.718,1,24935939399900,0,1,0,0
2,184.699,0,24935939401400,0,1,0,0
3,188.687,0,24935939403000,0,1,0,0
4,132.727,1,24935939404500,0,1,0,0
5,119.339,1,24935939406100,0,1,0,0
6,121.85,1,24935939407700,0,1,0,0
7,159.328,1,24935939409100,0,0,1,0
8,174.37,0,24935939410600,0,1,0,0
9,149.449,1,24935939412200,0,1,0,0
1,189.626,0,24935939414900,0,1,0,0
2,159.677,0,24935939416400,0,1,0,0
3,124.072,1,24935939417900,0,1,0,0
4,167.302,0,24935939419400,0,1,0,0
5,123.97,1,24935939420900,0,1,1,0
6,117.341,1,24935939422500,0,1,0,0
7,189.795,1,24935939424000,0,1,1,0
8,165.683,0,24935939425600,0,1,0,0
9,196.744,1,24935939427000,1,1,0,0
0,140.674,1,24935939428600,0,1,0,0
2,153.744,1,24935939431300,0,1,0,0
3,115.06,1,24935939432800,0,1,0,0
4,152.264,1,24935939434300,0,1,0,0
5,103.398,1,24935939435900,1,1,0,0
6,118.676,1,24935939437400,0,1,0,0
7,103.988,1,24935939439100,1,1,0,1
8,154.008,1,24935939440600,0,1,0,0
9,152.66,1,24935939442100,0,1,0,0
0,160.945,0,24935939443600,0,1,0,0
1,128.931,1,24935939445200,0,1,0,0
2,122.592,1,24935939446700,0,1,0,0
3,167.899,0,24935939448100,0,1,0,0
4,100.496,1,24935939449700,1,1,0,0
5,165.107,0,24935939451300,0,1,0,0
6,157.109,1,24935939452800,0,1,1,0
7,180.685,0,24935939454200,0,1,0,0
8,143.376,1,24935939456900,0,1,0,0
9,148.134,1,24935939458400,0,1,0,0
0,198.575,1,24935939460000,1,1,1,0
1,172.121,0,24935939461400,0,1,0,0
2,183.901,0,24935939463000,0,1,0,0
3,199.613,1,24935939464500,1,1,1,0
5,122.166,1,24935939467200,0,1,0,0
7,199.579,1,24935939470000,1,1,1,0
8,139.684,1,24935939471500,0,1,0,0
9,161.325,0,24935939473000,0,1,0,0
0,143.5,1,24935939474600,0,1,0,0
1,195.409,1,24935939476100,1,1,1,0
2,123.711,1,24935939477700,0,1,0,0
3,113.234,1,24935939479200,0,1,0,0
4,191.432,1,24935939480800,0,1,1,0
5,164.713,0,24935939482300,0,1,0,0
6,149.888,0,24935939483900,0,1,0,0
7,172.733,0,24935939485300,0,1,0,0
8,194.626,0,24935939486900,0,1,0,0
9,121.034,1,24935939488400,0,1,0,0
0,163.43,0,24935939490000,0,1,0,0
1,172.359,0,24935939491600,0,1,0,0
2,135.947,1,24935939493100,0,1,0,0
3,188.922,0,24935939494700,0,1,0,0
4,186.23,0,24935939496200,0,1,0,0
6,183.023,1,24935939498900,0,1,1,0
7,189.946,0,24935939500500,0,1,0,0
8,119.472,1,24935939502000,0,1,0,0
9,173.324,0,24935939503400,0,1,0,0
0,198.138,1,24935939505000,1,1,1,0
1,185.672,0,24935939506600,0,1,0,0
2,126.58,1,24935939508100,0,1,0,0
3,181.012,0,24935939509600,0,1,0,0
4,178.068,0,24935939511100,0,1,0,0
5,124.203,1,24935939512700,0,1,0,0
6,191.797,1,24935939514200,0,1,1,0
7,191.142,1,24935939515700,0,1,1,0
8,165.765,0,24935939517200,0,1,0,0
9,143.752,1,24935939518800,0,1,0,0
0,166.496,0,24935939520300,0,1,0,0
1,198.814,1,24935939521800,1,1,1,0
2,136.728,1,24935939523300,0,1,0,0
3,197.503,1,24935939524900,1,1,0,0
4,191.674,0,24935939526400,0,1,0,0
5,122.617,1,24935939527900,0,1,0,0
6,114.33,1,24935939529400,0,1,0,0
7,129.165,1,24935939530900,0,1,0,0
8,110.7,1,24935939532500,0,1,0,0
9,122.699,1,24935939534000,0,1,0,0
0,110.915,1,24935939535500,0,1,0,0
1,183.884,0,24935939537000,0,1,0,0
2,171.908,1,24935939538600,0,1,1,0
4,184.529,0,24935939541400,0,1,0,0
5,148.401,0,24935939542800,0,1,0,0
6,173.799,0,24935939544400,0,1,0,0
7,160.648,1,24935939545900,0,1,0,0
8,127.275,1,24935939547500,0,1,0,0
0,118.752,1,24935939550200,0,1,0,0
1,114.473,1,24935939551900,0,1,0,1
2,177.714,1,24935939553600,0,1,1,0
3,102.806,1,24935939555000,1,1,0,0
4,119.267,1,24935939556600,0,1,0,0
5,115.86,1,24935939558100,0,1,0,0
6,123.871,1,24935939559700,0,1,0,0
7,191.993,1,24935939561300,0,1,1,0
8,191.668,1,24935939562800,0,1,1,0
9,155.371,1,24935939564200,0,0,1,0
0,170.789,1,24935939565800,0,1,1,0
1,163.722,1,24935939567400,0,1,0,0
3,197.501,1,24935939570200,1,1,0,0
4,113.334,1,24935939571700,0,1,0,0
5,100.637,1,24935939573300,1,1,0,0
6,146.453,1,24935939574800,0,1,0,0
7,133.022,1,24935939576300,0,1,0,0
8,167.54,0,24935939594700,0,1,0,0
9,172.496,1,24935939596300,0,1,1,0
0,188.962,1,24935939597800,0,1,1,0
1,131.327,1,24935939599400,0,1,0,0
2,190.289,0,24935939600900,0,1,0,0
3,157.405,1,24935939602400,0,1,0,0
4,164.989,0,24935939603900,0,1,0,0
5,158.204,0,24935939605300,0,1,0,0
6,124.641,1,24935939606900,0,1,0,0
7,182.644,0,24935939608400,0,1,0,0
8,107.406,1,24935939610000,0,1,0,0
9,101.263,1,24935939611400,1,1,0,0
0,173.226,0,24935939613000,0,1,0,0
1,163.116,1,24935939614500,0,1,0,0
3,156.256,1,24935939617200,0,1,0,0
4,188.347,1,24935939618800,0,1,1,0
5,190.579,1,24935939620500,0,1,1,1
6,165.885,0,24935939622000,0,1,0,0
7,184.949,1,24935939623400,0,1,1,0
8,104.206,1,24935939625000,1,1,0,0
9,160.53,0,24935939626600,0,1,0,0
0,172.156,0,24935939628100,0,1,0,0
1,179.782,1,24935939629700,0,1,1,0
2,159.295,0,24935939631300,0,1,0,0
3,123.167,1,24935939632800,0,1,0,0
4,136.248,1,24935939634400,0,1,0,0
5,145.702,0,24935939635900,0,1,0,0
6,181.524,1,24935939638600,0,1,1,0
7,143.001,1,24935939640000,0,1,0,0
9,149.944,0,24935939642800,0,1,0,0
0,176.744,0,24935939644300,0,1,0,0
1,120.085,1,24935939645900,0,1,0,0
2,130.316,1,24935939647500,0,1,0,0
3,143.725,1,24935939648900,0,1,0,0
4,114.301,1,24935939653100,0,1,0,0
5,190.933,0,24935939654700,0,1,0,0
6,188.101,1,24935939656300,0,1,1,0
7,140.243,1,24935939657800,0,1,0,0
8,197.501,1,24935939659400,1,1,1,0
9,153.707,0,24935939660900,0,1,0,0
0,189.5,1,24935939662400,0,1,1,0
1,125.504,1,24935939663900,0,1,0,0
2,136.655,1,24935939665400,0,1,0,0
3,102.835,1,24935939667000,1,1,0,0
4,176.234,0,24935939668400,0,1,0,0
5,100.167,1,24935939670000,1,1,0,0
6,170.326,0,24935939671500,0,1,0,0
7,198.666,1,24935939673000,1,1,0,0
8,168.229,0,24935939674500,0,1,0,0
9,140.065,1,24935939676100,0,1,0,0
0,157.871,1,24935939677500,0,1,0,0
1,105.419,1,24935939679100,0,1,0,0
2,196.601,1,24935939680600,1,1,1,0
3,156.157,0,24935939682100,0,1,0,0
4,188.444,1,24935939683600,0,1,1,0
5,179.499,0,24935939685200,0,1,0,0
6,107.454,1,24935939686700,0,1,0,0
7,132.204,1,24935939688200,0,1,0,0
8,160.188,0,24935939689700,0,1,0,0
9,134.512,1,24935939691300,0,1,0,0
0,196.751,1,24935939692800,1,1,0,0
2,152.048,1,24935939695500,0,1,0,0
3,118.184,1,24935939697000,0,1,0,0
4,101.934,1,24935939698600,1,1,0,0
5,173.827,0,24935939700200,0,1,0,0
6,198.777,1,24935939701700,1,1,0,0
7,123.936,1,24935939703300,0,1,0,0
8,183.529,0,24935939704900,0,1,0,0
9,106.812,1,24935939706400,0,1,0,0
0,121.222,1,24935939707900,0,1,0,0
1,178.047,1,24935939709400,0,1,1,0
3,198.158,1,24935939712100,1,1,0,0
4,120.648,1,24935939713700,0,1,0,0
5,189.917,0,24935939715200,0,1,0,0
6,164.077,0,24935939716700,0,1,0,0
7,117.675,1,24935939718300,0,1,0,0
8,178.527,0,24935939719900,0,1,0,0
9,101.423,1,24935939721400,1,1,0,0
0,157.39,1,24935939722900,0,1,0,0
1,159.278,0,24935939724400,0,1,0,0
2,152.805,1,24935939726100,0,1,0,0
3,119.917,1,24935939727600,0,1,0,0
4,163.17,1,24935939729200,0,1,1,0
5,149.409,1,24935939730800,0,1,0,0
6,117.656,1,24935939732400,0,1,0,0
7,112.707,1,24935939733900,0,1,0,0
8,114.822,1,24935939735400,0,1,0,0
9,100.886,1,24935939737000,1,1,0,0
0,140.838,1,24935939738600,0,1,0,0
1,169.84,0,24935939740200,0,1,0,0
2,122.339,1,24935939741700,0,1,0,0
3,113.104,1,24935939744200,0,1,0,0
4,172.541,1,24935939745800,0,1,1,0
5,115.773,1,24935939747400,0,1,0,0
6,142.419,1,24935939748900,0,1,0,0
7,167.173,0,24935939750400,0,1,0,0
8,157.649,0,24935939751900,0,1,0,0
0,152.028,1,24935939754600,0,1,0,0
1,106.242,1,24935939756100,0,1,0,0
2,173.906,0,24935939757700,0,1,0,0
3,191.379,0,24935939759200,0,1,0,0
4,162.55,0,24935939760700,0,1,0,0
5,127.922,1,24935939762200,0,1,0,0
6,110.848,1,24935939763800,0,1,0,0
7,198.911,1,24935939765400,1,1,1,0
8,178.149,1,24935939767000,0,1,1,0
9,132.949,1,24935939768400,0,0,1,0
0,151.019,1,24935939769900,0,1,0,0
1,164.349,0,24935939771400,0,1,0,0
2,133.811,1,24935939773000,0,1,0,0
3,194.993,1,24935939774500,0,1,1,0
4,158.24,0,24935939776100,0,1,0,0
5,188.026,1,24935939777600,0,1,1,0
6,171.369,0,24935939779100,0,1,0,0
7,151.681,0,24935939780600,0,1,0,0
8,189.812,1,24935939782200,0,1,1,0
0,116.533,1,24935939784900,0,1,0,0
1,116.526,1,24935939786400,0,1,0,0
2,193.253,0,24935939788000,0,1,0,0
3,195.614,1,24935939789500,1,1,1,0
4,160.753,0,24935939791100,0,1,0,0
5,186.793,0,24935939792700,0,1,0,0
6,187.543,1,24935939794200,0,1,1,0
7,108.831,1,24935939795800,0,1,0,0
8,188.635,0,24935939797400,0,1,0,0
9,187.751,0,24935939799100,0,1,0,1
0,114.707,1,24935939800600,0,1,0,0
1,184.158,0,24935939802200,0,1,0,0
2,181.566,0,24935939803800,0,1,0,0
3,116.393,1,24935939805300,0,1,0,0
7,127.975,1,24935939810500,0,1,0,0
8,163.448,1,24935939812000,0,1,0,0
9,124.388,1,24935939813600,0,1,0,0
1,195.391,1,24935939816400,1,1,1,0
2,120.753,1,24935939818000,0,1,0,0
3,198.861,1,24935939819500,1,1,0,0
4,178.473,0,24935939821100,0,1,0,0
5,138.613,1,24935939822600,0,1,0,0
6,111.292,1,24935939824100,0,1,0,0
7,148.063,1,24935939825600,0,1,1,0
8,175.614,0,24935939827200,0,1,0,0
9,121.463,1,24935939828800,0,1,0,0
0,190.681,1,24935939830300,0,1,1,0
1,195.862,1,24935939832000,1,1,1,0
2,164.974,0,24935939833600,0,1,0,0
3,188.472,0,24935939835100,0,1,0,0
4,192.539,1,24935939836700,0,1,1,0
5,169.97,0,24935939838100,0,1,0,0
6,156.332,0,24935939839700,0,1,0,0
7,179.129,1,24935939841200,0,1,1,0
8,116.001,1,24935939842800,0,1,0,0
9,169.566,0,24935939844200,0,1,0,0
0,127.897,1,24935939845800,0,1,0,0
1,184.868,0,24935939847400,0,1,0,0
2,196.081,1,24935939848900,1,1,1,0
4,126.056,1,24935939852600,0,1,0,0
5,119.607,1,24935939854200,0,1,0,0
6,152.795,0,24935939855600,0,1,0,0
